NOC,Year,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals,Lag_1_Gold,Lag_1_Total,Lag_2_Gold,Lag_2_Total,Lag_3_Gold,Lag_3_Total,Avg_3yr_Gold,Avg_3yr_Total,Is_Host,Athlete_Count,Female_Athletes,Female_Ratio,Sport_Count,Event_Count,Total_Gold_in_Olympics,Avg_Sport_Efficiency
BHU,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,198.0,0.0
BHU,1980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,204.0,0.0
BHU,1984,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.5,1,2,226.0,0.0
BHU,1988,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,1,2,241.0,0.0
BHU,1992,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0.5,1,4,260.0,0.0
BHU,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.5,1,2,271.0,0.0
BHU,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.5,1,2,300.0,0.0
BHU,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.5,1,2,301.0,0.0
BHU,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.5,1,2,302.0,0.0
BHU,2012,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,1.0,2,2,303.0,0.0
BHU,2016,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,1.0,2,2,306.0,0.0
BHU,2020,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0.5,4,4,320.0,0.0
BHU,2024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0.3333333333333333,3,3,328.0,0.0
BIH,1896,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0.0,0,0,43.0,0.0
BIH,1900,0,0,0,0,0.0,0.0,,,,,0.0,0.0,0,0,0,0.0,0,0,96.0,0.0
BIH,1904,0,0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0,0.0,0,0,97.0,0.0
BIH,1906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0
BIH,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BIH,1912,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,102.0,0.0
BIH,1920,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,155.0,0.0
BIH,1924,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,126.0,0.0
BIH,1928,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BIH,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,125.0,0.0
BIH,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,141.0,0.0
BIH,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,138.0,0.0
BIH,1952,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,149.0,0.0
BIH,1956,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,153.0,0.0
BIH,1960,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,152.0,0.0
BIH,1964,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,163.0,0.0
BIH,1968,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,174.0,0.0
BIH,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,195.0,0.0
BIH,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,198.0,0.0
BIH,1980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,204.0,0.0
BIH,1984,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,226.0,0.0
BIH,1988,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,241.0,0.0
BIH,1992,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,6,0.46153846153846156,6,13,260.0,0.0
BIH,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,2,0.16666666666666666,7,12,271.0,0.0
BIH,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,2,0.2,4,10,300.0,0.0
BIH,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,2,0.18181818181818182,8,11,301.0,0.0
BIH,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,0.14285714285714285,4,7,302.0,0.0
BIH,2012,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,2,0.25,4,8,303.0,0.0
BIH,2016,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,4,0.5,5,8,306.0,0.0
BIH,2020,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,3,0.375,5,8,320.0,0.0
BIH,2024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,4,0.6666666666666666,3,6,328.0,0.0
BIZ,1896,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0.0,0,0,43.0,0.0
BIZ,1900,0,0,0,0,0.0,0.0,,,,,0.0,0.0,0,0,0,0.0,0,0,96.0,0.0
BIZ,1904,0,0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0,0.0,0,0,97.0,0.0
BIZ,1906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0
BIZ,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BIZ,1912,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,102.0,0.0
BIZ,1920,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,155.0,0.0
BIZ,1924,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,126.0,0.0
BIZ,1928,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BIZ,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,125.0,0.0
BIZ,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,141.0,0.0
BIZ,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,138.0,0.0
BIZ,1952,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,149.0,0.0
BIZ,1956,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,153.0,0.0
BIZ,1960,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,152.0,0.0
BIZ,1964,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,163.0,0.0
BIZ,1968,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,4,6,174.0,0.0
BIZ,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,1,2,195.0,0.0
BIZ,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0,2,4,198.0,0.0
BIZ,1980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,204.0,0.0
BIZ,1984,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0.0,3,7,226.0,0.0
BIZ,1988,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0.0,2,7,241.0,0.0
BIZ,1992,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,1,0.1,2,10,260.0,0.0
BIZ,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,3,0.6,2,5,271.0,0.0
BIZ,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.5,1,2,300.0,0.0
BIZ,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.5,1,2,301.0,0.0
BIZ,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0.25,2,4,302.0,0.0
BIZ,2012,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0.3333333333333333,2,3,303.0,0.0
BIZ,2016,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,0.3333333333333333,2,3,306.0,0.0
BIZ,2020,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0.25,2,4,320.0,0.0
BIZ,2024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1,1,328.0,0.0
BOL,1896,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0.0,0,0,43.0,0.0
BOL,1900,0,0,0,0,0.0,0.0,,,,,0.0,0.0,0,0,0,0.0,0,0,96.0,0.0
BOL,1904,0,0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0,0.0,0,0,97.0,0.0
BOL,1906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0
BOL,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BOL,1912,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,102.0,0.0
BOL,1920,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,155.0,0.0
BOL,1924,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,126.0,0.0
BOL,1928,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BOL,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,125.0,0.0
BOL,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0.0,2,2,141.0,0.0
BOL,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,138.0,0.0
BOL,1952,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,149.0,0.0
BOL,1956,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,153.0,0.0
BOL,1960,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,152.0,0.0
BOL,1964,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,1,1,163.0,0.0
BOL,1968,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,3,3,174.0,0.0
BOL,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0.0,3,9,195.0,0.0
BOL,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0.0,4,5,198.0,0.0
BOL,1980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,204.0,0.0
BOL,1984,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1,0.09090909090909091,6,11,226.0,0.0
BOL,1988,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,4,0.3333333333333333,6,12,241.0,0.0
BOL,1992,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,6,0.3333333333333333,6,18,260.0,0.0
BOL,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,2,0.2222222222222222,5,9,271.0,0.0
BOL,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2,0.4,3,5,300.0,0.0
BOL,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,7,0.6363636363636364,5,11,301.0,0.0
BOL,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,3,0.42857142857142855,5,7,302.0,0.0
BOL,2012,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2,0.4,3,5,303.0,0.0
BOL,2016,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,4,0.4,5,10,306.0,0.0
BOL,2020,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,2,0.4,3,5,320.0,0.0
BOL,2024,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0.5,2,4,328.0,0.0
BOT,1896,0,0,0,0,,,,,,,0.0,0.0,0,0,0,0.0,0,0,43.0,0.0
BOT,1900,0,0,0,0,0.0,0.0,,,,,0.0,0.0,0,0,0,0.0,0,0,96.0,0.0
BOT,1904,0,0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0,0.0,0,0,97.0,0.0
BOT,1906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0
BOT,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BOT,1912,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,102.0,0.0
BOT,1920,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,155.0,0.0
BOT,1924,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,126.0,0.0
BOT,1928,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BOT,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,125.0,0.0
BOT,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,141.0,0.0
BOT,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,138.0,0.0
BOT,1952,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,149.0,0.0
BOT,1956,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,153.0,0.0
BOT,1960,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,152.0,0.0
BOT,1964,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,163.0,0.0
BOT,1968,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,174.0,0.0
BOT,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,195.0,0.0
BOT,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,198.0,0.0
BOT,1980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0.0,1,8,204.0,0.0
BOT,1984,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,2,6,226.0,0.0
BOT,1988,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0.0,2,8,241.0,0.0
BOT,1992,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0.0,2,6,260.0,0.0
BOT,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0.0,2,4,271.0,0.0
BOT,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0.0,2,5,300.0,0.0
BOT,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,0.125,2,8,301.0,0.0
BOT,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,2,0.18181818181818182,3,11,302.0,0.0
BOT,2012,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,0.25,2,4,303.0,0.3333333333333333
BOT,2016,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,7,2,0.2857142857142857,3,7,306.0,0.0
BOT,2020,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0,9,3,0.3333333333333333,4,9,320.0,0.25
BOT,2024,1,1,0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0,10,2,0.2,2,9,328.0,0.25
BRA,1896,0,0,0,0,,,,,,,0.0,0.5,0,0,0,0.0,0,0,43.0,0.0
BRA,1900,0,0,0,0,0.0,0.0,,,,,0.0,0.5,0,3,0,0.0,1,3,96.0,0.0
BRA,1904,0,0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0,0.0,0,0,97.0,0.0
BRA,1906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0
BRA,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BRA,1912,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,102.0,0.0
BRA,1920,1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0.0,5,10,155.0,0.5
BRA,1924,0,0,0,0,1.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0,15,0,0.0,4,15,126.0,0.0
BRA,1928,0,0,0,0,0.0,0.0,1.0,3.0,0.0,0.0,0.3333333333333333,1.0,0,0,0,0.0,0,0,110.0,0.0
BRA,1932,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.3333333333333333,1.0,0,28,3,0.10714285714285714,5,28,125.0,0.0
BRA,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,5,0.13513513513513514,9,37,141.0,0.0
BRA,1948,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41,10,0.24390243902439024,11,41,138.0,1.0
BRA,1952,1,0,2,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0,53,7,0.1320754716981132,14,51,149.0,0.13247863247863248
BRA,1956,1,0,0,1,1.0,3.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.3333333333333333,0,30,1,0.03333333333333333,12,30,153.0,0.14285714285714285
BRA,1960,0,0,0,0,1.0,1.0,1.0,3.0,0.0,1.0,0.6666666666666666,1.6666666666666667,0,36,1,0.027777777777777776,14,35,152.0,0.5833333333333334
BRA,1964,0,0,1,1,0.0,0.0,1.0,1.0,1.0,3.0,0.6666666666666666,1.3333333333333333,0,17,1,0.058823529411764705,11,17,163.0,1.0
BRA,1968,0,1,2,3,0.0,1.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0,27,4,0.14814814814814814,13,27,174.0,0.38888888888888884
BRA,1972,0,0,2,2,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.3333333333333333,0,44,7,0.1590909090909091,13,44,195.0,0.3333333333333333
BRA,1976,0,0,2,2,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,0,48,9,0.1875,12,47,198.0,0.17045454545454547
BRA,1980,2,0,2,4,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.3333333333333335,0,72,8,0.1111111111111111,14,72,204.0,0.1717171717171717
BRA,1984,1,5,2,8,2.0,4.0,0.0,2.0,0.0,2.0,0.6666666666666666,2.6666666666666665,0,83,16,0.1927710843373494,17,82,226.0,0.3712861212861213
BRA,1988,1,2,3,6,1.0,8.0,2.0,4.0,0.0,2.0,1.0,4.666666666666667,0,107,25,0.2336448598130841,21,106,241.0,0.3794642857142857
BRA,1992,2,1,0,3,1.0,6.0,1.0,8.0,2.0,4.0,1.3333333333333333,6.0,0,108,30,0.2777777777777778,23,107,260.0,0.21825396825396826
BRA,1996,3,3,9,15,2.0,3.0,1.0,6.0,1.0,8.0,1.3333333333333333,5.666666666666667,0,96,25,0.2604166666666667,18,93,271.0,0.3511272141706924
BRA,2000,0,6,6,12,3.0,15.0,2.0,3.0,1.0,6.0,2.0,8.0,0,98,33,0.336734693877551,24,96,300.0,0.37756410256410255
BRA,2004,5,2,3,10,0.0,12.0,3.0,15.0,2.0,3.0,1.6666666666666667,10.0,0,137,55,0.40145985401459855,26,133,301.0,0.37533577533577533
BRA,2008,3,4,10,17,5.0,10.0,0.0,12.0,3.0,15.0,2.6666666666666665,12.333333333333334,0,148,67,0.4527027027027027,28,145,302.0,0.4510052447552447
BRA,2012,3,5,9,17,3.0,17.0,5.0,10.0,0.0,12.0,2.6666666666666665,13.0,0,142,62,0.43661971830985913,27,138,303.0,0.43465608465608463
BRA,2016,7,6,6,19,3.0,17.0,3.0,17.0,5.0,10.0,3.6666666666666665,14.666666666666666,1,230,99,0.43043478260869567,34,222,306.0,0.22965660679476466
BRA,2020,7,6,8,21,7.0,19.0,3.0,17.0,3.0,17.0,4.333333333333333,17.666666666666668,0,154,65,0.42207792207792205,28,142,320.0,0.3325424575424575
BRA,2024,3,7,10,20,7.0,21.0,7.0,19.0,3.0,17.0,5.666666666666667,19.0,0,160,80,0.5,33,146,328.0,0.45168970814132103
BRN,1896,0,0,0,0,,,,,,,7.0,20.0,0,0,0,0.0,0,0,43.0,0.0
BRN,1900,0,0,0,0,0.0,0.0,,,,,3.5,10.5,0,0,0,0.0,0,0,96.0,0.0
BRN,1904,0,0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0,0,0.0,0,0,97.0,0.0
BRN,1906,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0
BRN,1908,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BRN,1912,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,102.0,0.0
BRN,1920,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,155.0,0.0
BRN,1924,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,126.0,0.0
BRN,1928,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,110.0,0.0
BRN,1932,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,125.0,0.0
BRN,1936,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,141.0,0.0
BRN,1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,138.0,0.0
BRN,1952,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,149.0,0.0
BRN,1956,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,153.0,0.0
BRN,1960,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,152.0,0.0
BRN,1964,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,163.0,0.0
BRN,1968,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,174.0,0.0
BRN,1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,195.0,0.0
BRN,1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,198.0,0.0
BRN,1980,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,204.0,0.0
BRN,1984,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0.0,4,8,226.0,0.0
BRN,1988,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0.0,3,7,241.0,0.0
BRN,1992,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0.0,2,10,260.0,0.0
BRN,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0.0,2,3,271.0,0.0
BRN,2000,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2,0.5,2,4,300.0,0.0
BRN,2004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,3,0.3,4,10,301.0,0.0
BRN,2008,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,3,0.2727272727272727,3,11,302.0,0.0
BRN,2012,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,8,0.6666666666666666,3,11,303.0,0.1111111111111111
